sales_id,customer_id,product_id,unit_price,quantity,date
1835,83,29,9.45,2,2024-02-22
1836,94,38,3.44,3,2024-09-10
1837,45,63,7.57,19,2024-12-25
1838,20,37,33.06,2,2024-11-15
1839,15,55,6.73,14,2024-11-07
1840,159,81,8.15,3,2024-06-23
1841,109,82,17.1,13,2024-01-02
1842,196,9,10.42,1,2024-03-03
1843,156,9,10.88,8,2024-08-26
1844,47,49,24.33,4,2024-05-19
1845,62,27,18.83,10,2024-01-26
1846,20,29,10.86,10,2024-07-14
1847,36,42,12.46,2,2024-08-18
1848,110,9,11.54,1,2024-02-10
1849,198,40,19.44,2,2024-08-06
1850,108,39,10.15,9,2024-11-17
1851,85,27,19.02,14,2024-10-09
1852,81,35,9.85,18,2024-09-26
1853,78,98,6.7,2,2024-09-28
1854,106,74,15.7,10,2024-04-12
1855,99,63,7.42,10,2024-05-29
1856,159,85,27.46,5,2024-09-26
1857,181,27,16.9,29,2024-01-24
1858,110,44,9.63,7,2024-01-21
1859,144,27,17.17,18,2024-02-08
1860,193,63,6.12,5,2024-10-09
1861,75,63,7.48,3,2024-12-15
1862,113,13,22.21,15,2024-03-16
1863,110,63,7.06,2,2024-10-29
1864,194,9,12.09,1,2024-07-29
1865,154,4,11.72,2,2024-05-16
1866,193,55,7.28,28,2024-08-10
1867,49,49,20.9,7,2024-07-08
1868,111,29,10.93,12,2024-10-15
1869,193,29,11.53,3,2024-03-05
1870,162,56,13.96,8,2024-09-25
1871,162,63,7.17,6,2024-07-09
1872,159,37,33.68,6,2024-03-20
1873,193,27,17.5,1,2024-08-25
1874,109,46,18.85,10,2024-08-12
1875,174,31,10.55,10,2024-04-19
1876,38,78,7.96,4,2024-08-16
1877,69,63,7.03,3,2024-07-25
1878,159,35,9.96,1,2024-04-08
1879,77,65,2.77,3,2024-03-14
1880,116,56,12.88,7,2024-05-14
1881,91,29,11.23,15,2024-10-17
1882,100,63,6.95,1,2024-01-24
1883,40,68,8.03,30,2024-04-16
1884,56,50,50.44,15,2024-02-17
1885,190,56,13.12,4,2024-05-17
1886,145,27,18.15,3,2024-10-05
1887,158,63,6.66,4,2024-10-18
1888,145,27,18.29,7,2024-10-09
1889,182,9,12.1,3,2024-06-05
1890,56,72,9.26,1,2024-06-21
1891,33,32,12.58,6,2024-08-21
1892,34,28,30.12,13,2024-07-17
1893,110,51,9.96,6,2024-09-24
1894,65,18,5,1,2024-02-14
1895,109,28,30.67,3,2024-10-31
1896,100,56,13.83,14,2024-06-01
1897,106,63,7.19,1,2024-06-29
1898,137,80,15.64,21,2024-02-04
1899,70,61,27.63,1,2024-11-24
1900,105,71,12.4,3,2024-10-14
1901,100,12,7.93,4,2024-12-01
1902,109,16,11.53,5,2024-10-25
1903,20,64,12.86,9,2024-03-03
1904,171,8,1.57,18,2024-08-04
1905,38,97,13.52,22,2024-01-20
1906,133,28,30.52,5,2024-01-06
1907,200,57,16.91,19,2024-04-08
1908,45,48,6.28,12,2024-03-12
1909,9,88,10.1,7,2024-05-18
1910,94,27,17.32,6,2024-04-22
1911,53,56,13.63,2,2024-06-02
1912,159,56,13.8,2,2024-07-26
1913,39,15,9.48,3,2024-02-18
1914,191,63,7.42,1,2024-10-31
1915,190,9,11.97,6,2024-12-16
1916,151,31,10.8,1,2024-10-27
1917,193,27,18.13,3,2024-09-29
1918,133,15,9.28,3,2024-04-26
1919,77,48,5.79,25,2024-11-23
1920,193,51,11.32,28,2024-02-01
1921,182,56,13.71,5,2024-09-24
1922,16,28,30.47,5,2024-10-30
1923,79,50,62.75,2,2024-05-16
1924,137,28,31.6,1,2024-05-10
1925,109,63,7.34,5,2024-02-29
1926,190,46,19.25,2,2024-11-19
1927,158,28,32.57,2,2024-06-11
1928,94,76,12.63,22,2024-04-23
1929,158,28,32.49,6,2024-09-18
1930,143,40,21.06,10,2024-03-23
1931,102,27,18.67,2,2024-12-15
1932,80,72,9.47,3,2024-03-20
1933,193,77,35.52,1,2024-05-30
1934,71,56,13.36,1,2024-06-17
1935,123,28,29.58,9,2024-03-03
1936,190,91,6.75,7,2024-08-11
1937,89,71,15.17,14,2024-02-06
1938,77,63,6.99,25,2024-07-09
1939,105,9,11.56,2,2024-12-03
1940,68,98,6.05,13,2024-12-15
1941,109,9,11.13,18,2024-09-25
1942,109,27,17.23,5,2024-03-09
1943,138,56,12.98,8,2024-11-12
1944,170,27,16.77,19,2024-08-22
1945,171,53,25.8,9,2024-04-29
1946,173,95,35.42,9,2024-11-04
1947,178,22,49.25,4,2024-05-24
1948,43,51,10.55,16,2024-01-31
1949,79,28,26.41,9,2024-08-04
1950,162,41,6.28,4,2024-10-06
1951,133,66,6.7,16,2024-02-11
1952,11,96,5.56,22,2024-04-29
1953,180,43,7.82,4,2024-11-17
1954,159,53,29.76,3,2024-07-19
1955,190,23,6.81,3,2024-04-06
1956,45,28,31.72,1,2024-05-25
1957,137,20,14.72,6,2024-07-04
1958,5,72,9.46,3,2024-11-23
1959,132,80,12.83,26,2024-02-07
1960,109,1,6.3,3,2024-12-27
1961,118,11,8.15,3,2024-10-02
1962,154,36,15.42,4,2024-03-31
1963,166,98,6.84,1,2024-11-07
1964,190,31,10.26,17,2024-11-06
1965,185,48,6.89,3,2024-12-16
1966,102,74,17.88,1,2024-03-09
1967,177,9,10.11,21,2024-09-08
1968,159,29,11.46,12,2024-03-20
1969,34,79,15.23,19,2024-05-13
1970,158,37,31.58,3,2024-11-26
1971,6,56,13.27,3,2024-11-18
1972,92,28,31.87,24,2024-07-01
1973,109,84,13.16,10,2024-05-15
1974,181,1,6.21,3,2024-06-19
1975,100,27,18.66,20,2024-03-12
1976,77,23,6.27,21,2024-06-01
1977,158,74,17.92,3,2024-12-28
1978,193,69,35.89,4,2024-01-29
1979,100,85,27.49,3,2024-09-28
1980,182,94,11.73,7,2024-01-13
1981,69,27,18.28,9,2024-11-24
1982,111,76,12.8,3,2024-05-18
1983,81,9,10.23,1,2024-06-24
1984,64,29,10.63,28,2024-12-23
1985,182,63,7.09,19,2024-12-19
1986,110,27,18.25,18,2024-09-26
1987,64,20,13.57,2,2024-08-29
1988,192,24,22.89,12,2024-03-31
1989,168,29,11.39,1,2024-10-19
1990,97,28,31.39,5,2024-01-25
1991,178,28,30.24,6,2024-03-05
1992,115,27,17.45,2,2024-11-16
1993,182,63,7.43,1,2024-11-07
1994,43,63,6.38,18,2024-01-21
1995,100,75,25.59,7,2024-08-08
1996,107,28,30.46,4,2024-03-18
1997,100,67,4.91,5,2024-04-16
1998,116,28,29.52,4,2024-11-02
1999,100,51,10.66,5,2024-11-24
2000,110,56,13.2,1,2024-03-31
2001,110,18,4.94,9,2024-06-10
2002,158,47,10.29,2,2024-02-23
2003,110,42,12.34,8,2024-08-21
2004,110,28,30.19,1,2024-12-18
2005,137,9,11.69,18,2024-11-28
2006,137,63,6.93,25,2024-09-15
2007,110,100,5.4,5,2024-01-26
2008,22,67,4.71,4,2024-02-28
2009,159,25,24.33,9,2024-01-27
2010,181,40,19.74,4,2024-01-19
2011,56,16,10.53,9,2024-11-07
2012,42,68,7.47,1,2024-12-31
2013,108,62,16.85,3,2024-06-13
2014,20,53,24.81,5,2024-10-26
2015,143,67,4.71,2,2024-08-13
2016,85,38,2.85,7,2024-07-18
2017,158,86,11.65,1,2024-09-18
2018,100,63,6.23,5,2024-12-07
2019,11,9,9.9,14,2024-11-09
2020,169,28,32.37,10,2024-03-30
2021,198,27,16.57,13,2024-10-27
2022,20,100,6.11,29,2024-12-30
2023,100,99,4.89,2,2024-05-21
2024,74,14,10.9,14,2024-09-05
2025,123,9,12.03,6,2024-02-27
2026,158,73,21.1,1,2024-02-11
2027,45,9,11.21,7,2024-12-30
2028,200,27,18.93,3,2024-01-14
2029,152,91,6.19,3,2024-06-24
2030,182,17,11.14,1,2024-06-16
2031,101,49,23.56,25,2024-05-25
2032,90,6,10.52,5,2024-10-26
2033,105,56,13.08,10,2024-12-29
2034,105,8,1.51,2,2024-12-27
2035,149,72,9.27,8,2024-01-30
2036,89,13,18.48,4,2024-12-19
2037,157,27,18.57,3,2024-12-31
2038,73,56,12.97,5,2024-04-02
2039,131,9,11.51,11,2024-09-21
2040,179,79,13.05,3,2024-12-14
2041,77,27,18.07,16,2024-06-07
2042,13,78,8.34,1,2024-01-26
2043,49,48,6.32,15,2024-07-18
2044,158,93,60.3,18,2024-04-17
2045,179,27,17.12,2,2024-11-30
2046,194,29,9.39,8,2024-06-03
2047,133,56,10.95,30,2024-08-05
2048,33,8,1.57,10,2024-03-14
2049,45,27,17.73,3,2024-12-31
2050,60,56,13.27,2,2024-07-19
2051,109,59,5.43,6,2024-08-06
2052,105,63,7.11,30,2024-03-13
2053,77,56,13.66,1,2024-11-23
2054,190,20,13.59,17,2024-02-15
2055,200,27,17.69,2,2024-06-25
2056,188,29,10.53,15,2024-01-26
2057,15,27,17.12,19,2024-04-21
2058,45,7,13.15,7,2024-10-11
2059,67,86,11.68,9,2024-07-27
2060,88,9,11.6,7,2024-08-21
2061,58,28,30.26,12,2024-10-14
2062,87,28,31.83,5,2024-05-29
2063,112,56,13.57,1,2024-10-31
2064,88,13,21.45,8,2024-12-24
2065,137,29,11.42,15,2024-06-14
2066,19,12,8.25,1,2024-07-24
2067,178,27,15.47,10,2024-06-10
2068,190,73,20.16,21,2024-04-06
2069,161,89,13.61,3,2024-10-05
2070,98,28,29.54,5,2024-07-01
2071,69,28,31.32,6,2024-03-07
2072,110,63,7.26,2,2024-01-31
2073,133,29,9.87,1,2024-01-14
2074,107,88,8.98,6,2024-04-17
2075,33,4,12.33,4,2024-03-21
2076,133,89,11.65,9,2024-06-22
2077,110,74,18.17,1,2024-09-26
2078,127,55,7,19,2024-03-26
2079,105,8,1.57,5,2024-11-10
2080,137,93,65.15,2,2024-10-27
2081,77,63,7.33,2,2024-10-05
2082,159,9,11.51,1,2024-04-11
2083,56,27,17.3,3,2024-08-22
2084,66,28,30.79,5,2024-05-20
2085,77,29,10.57,5,2024-11-06
2086,128,58,13.3,4,2024-11-26
2087,26,9,12.25,7,2024-01-31
2088,63,82,18.51,6,2024-05-02
2089,88,28,30.92,10,2024-12-02
2090,133,28,28.4,4,2024-05-15
2091,34,2,8.21,1,2024-01-03
2092,111,52,14.05,8,2024-02-07
2093,149,59,6.07,3,2024-09-15
2094,85,28,30.26,4,2024-12-10
2095,69,28,26.18,5,2024-02-20
2096,166,27,14.69,16,2024-06-27
2097,105,46,19.68,1,2024-03-25
2098,195,77,32.85,4,2024-07-27
2099,131,5,27.98,11,2024-05-04
2100,57,28,30.64,20,2024-09-19
2101,40,20,12.14,30,2024-08-25
2102,176,56,13.82,26,2024-05-18
2103,193,17,12.41,7,2024-02-26
2104,106,27,17.4,3,2024-08-30
2105,109,94,11.66,4,2024-08-08
2106,118,32,13.53,3,2024-06-12
2107,193,9,9.9,19,2024-08-11
2108,96,88,9.71,21,2024-08-09
2109,137,29,10.63,2,2024-03-16
2110,45,65,3.06,3,2024-11-26
2111,110,56,13.64,1,2024-04-29
2112,59,4,12.06,12,2024-07-23
2113,110,5,28.28,29,2024-07-28
2114,45,99,5.07,3,2024-08-18
2115,141,97,12.45,4,2024-04-14
2116,118,89,13.79,3,2024-05-08
2117,13,43,7.99,9,2024-03-05
2118,200,20,14.01,1,2024-11-09
2119,137,9,10.38,2,2024-12-29
2120,173,56,13.72,15,2024-09-17
2121,110,81,6.65,22,2024-04-03
2122,64,88,8.71,2,2024-09-02
2123,110,27,17.3,30,2024-11-08
2124,165,29,10.68,10,2024-11-27
2125,55,56,11.79,6,2024-07-29
2126,91,87,14.92,19,2024-07-04
2127,70,92,21.57,5,2024-03-13
2128,110,47,10.63,1,2024-11-08
2129,100,11,7.94,5,2024-07-14
2130,159,29,10.88,25,2024-07-02
2131,159,76,11.29,11,2024-10-21
2132,100,56,13.49,6,2024-02-27
2133,98,19,23.18,1,2024-12-14
2134,182,50,61.03,4,2024-01-13
2135,105,75,22.97,13,2024-10-09
2136,162,87,16.23,8,2024-09-02
2137,109,1,6.36,5,2024-09-25
2138,174,21,16.04,29,2024-03-30
2139,109,84,14.76,13,2024-12-03
2140,110,29,11.36,5,2024-08-22
2141,158,56,13.53,4,2024-10-23
2142,135,50,60.32,1,2024-11-15
2143,45,28,31.09,11,2024-02-07
2144,193,15,9.46,2,2024-10-11
2145,190,63,6.91,15,2024-10-21
2146,169,27,18.11,1,2024-01-31
2147,105,63,7.56,2,2024-03-24
2148,159,54,15.71,4,2024-06-29
2149,109,73,19.4,20,2024-01-23
2150,187,27,17.82,9,2024-05-31
2151,182,39,10.91,7,2024-04-11
2152,193,80,14.72,2,2024-10-09
2153,160,91,6.71,14,2024-09-23
2154,162,28,30.27,2,2024-09-18
2155,20,75,27.21,8,2024-11-10
2156,110,63,7.13,2,2024-10-22
2157,17,28,25.46,5,2024-04-08
2158,200,28,30.53,3,2024-05-08
2159,86,48,6.94,2,2024-08-30
2160,170,100,6.01,6,2024-10-12
2161,20,91,6.43,5,2024-10-30
2162,106,9,11.49,1,2024-07-03
2163,159,57,17.89,3,2024-12-13
2164,133,18,5.14,1,2024-09-06
2165,108,28,29.8,5,2024-09-13
2166,110,88,9.69,21,2024-03-24
2167,122,56,13.58,18,2024-09-26
2168,23,27,18.91,2,2024-04-04
2169,93,74,17.71,3,2024-05-06
2170,109,40,19.18,2,2024-03-07
2171,74,83,14.8,2,2024-06-26
2172,85,12,8.42,1,2024-04-25
2173,193,7,13.82,3,2024-11-10
2174,127,28,26.02,9,2024-01-26
2175,46,46,18.34,5,2024-08-02
2176,109,16,11.49,5,2024-07-04
2177,162,16,11.56,7,2024-01-30
2178,145,63,7.29,3,2024-02-10
2179,5,63,7.31,4,2024-12-27
2180,183,97,14.53,4,2024-03-28
2181,45,92,22.62,9,2024-12-22
2182,119,93,64.5,12,2024-11-02
2183,109,56,13.71,3,2024-04-13
2184,165,1,6.33,5,2024-12-22
2185,200,46,19.84,18,2024-11-27
2186,115,63,7,3,2024-09-02
2187,133,33,29.18,10,2024-10-30
2188,143,29,10.01,5,2024-11-27
2189,179,47,10.4,3,2024-02-09
2190,110,20,14.03,11,2024-05-24
2191,8,26,14.82,4,2024-06-21
2192,180,57,17.29,5,2024-09-30
2193,77,25,22.67,19,2024-12-07
2194,70,26,15.42,12,2024-10-14
2195,193,29,11.03,1,2024-06-07
2196,162,29,11.32,7,2024-03-18
2197,162,9,11.6,4,2024-01-10
2198,192,61,28.03,15,2024-11-24
2199,182,9,11.54,7,2024-09-14
2200,133,92,22.29,7,2024-07-16
2201,195,27,18.5,4,2024-12-04
2202,77,28,26.19,19,2024-06-06
2203,148,38,3.68,3,2024-11-17
2204,79,87,13.8,5,2024-10-03
2205,109,17,13.45,7,2024-03-11
2206,150,63,7.36,6,2024-07-14
2207,145,29,11.6,6,2024-07-23
2208,14,29,11.25,8,2024-11-24
2209,197,84,14.48,14,2024-10-19
2210,90,63,7.26,2,2024-07-04
2211,111,56,13.4,4,2024-11-16
2212,153,63,7.2,18,2024-01-15
2213,188,11,7.76,3,2024-06-05
2214,28,12,8.23,10,2024-12-24
2215,200,86,12.3,12,2024-12-06
2216,45,71,14.39,10,2024-01-27
2217,200,79,14.24,10,2024-12-28
2218,11,18,5.24,19,2024-11-21
2219,152,1,6.09,10,2024-09-12
2220,169,59,6.21,2,2024-04-02
2221,131,2,7.35,2,2024-02-23
2222,62,50,57.99,1,2024-03-31
2223,33,36,14.77,7,2024-07-14
2224,35,69,35.2,9,2024-04-28
2225,94,63,7.51,5,2024-04-16
2226,199,63,6.92,7,2024-04-23
2227,20,92,21.07,7,2024-11-27
2228,159,23,6.63,3,2024-10-22
2229,143,63,7.05,1,2024-05-30
2230,158,9,12.23,11,2024-10-12
2231,8,15,9.56,4,2024-01-03
2232,164,63,6.9,7,2024-03-27
2233,165,34,19.89,1,2024-07-25
2234,182,21,15.95,1,2024-04-21
2235,162,36,13.62,1,2024-10-27
2236,183,9,12.21,4,2024-01-23
2237,92,57,17.76,13,2024-06-13
2238,110,63,6.65,10,2024-05-01
2239,31,46,19.74,1,2024-08-05
2240,31,38,3.37,5,2024-02-04
2241,41,54,15.58,3,2024-01-26
2242,196,27,17.23,6,2024-07-26
2243,133,28,30.8,2,2024-08-20
2244,20,32,12.66,3,2024-08-30
2245,182,27,15.3,5,2024-01-20
2246,133,63,7.45,4,2024-07-14
2247,74,10,4.89,4,2024-01-13
2248,193,29,10.16,16,2024-08-31
2249,171,45,7.32,5,2024-03-01
2250,162,13,17.13,1,2024-11-21
2251,184,58,11.98,6,2024-07-23
2252,137,63,6.29,27,2024-05-12
2253,93,84,15.55,1,2024-10-18
2254,35,24,22.91,5,2024-08-25
2255,158,88,9.88,3,2024-10-04
2256,182,30,8.79,4,2024-05-25
2257,110,63,7.26,1,2024-05-09
2258,41,99,5.07,4,2024-11-21
2259,110,2,8.16,4,2024-12-25
2260,57,84,13.68,4,2024-04-23
2261,108,29,11.03,1,2024-04-08
2262,190,9,12.08,4,2024-06-11
2263,190,86,12.09,5,2024-08-24
2264,126,72,9.2,4,2024-09-01
2265,1,70,11.48,1,2024-09-01
2266,79,56,12.73,4,2024-11-25
2267,190,28,30,30,2024-02-22
2268,6,47,10.45,7,2024-12-11
2269,50,27,17.11,5,2024-12-17
2270,50,27,19.08,1,2024-10-20
2271,133,92,23.09,2,2024-04-24
2272,182,85,27.68,1,2024-09-03
2273,45,11,7.82,28,2024-05-02
2274,185,56,13.53,3,2024-05-12
2275,132,29,11.11,2,2024-12-21
2276,18,56,12.25,5,2024-10-27
2277,20,29,10.27,6,2024-11-18
2278,22,56,12.91,3,2024-12-15
2279,30,93,60.51,6,2024-11-17
2280,159,56,13.52,3,2024-06-09
2281,190,1,5.61,6,2024-11-13
2282,45,83,17.23,10,2024-02-13
2283,77,53,29.2,1,2024-08-28
2284,65,28,32.79,3,2024-12-07
2285,113,28,28.79,2,2024-05-07
2286,51,29,10.91,6,2024-05-22
2287,51,82,18.13,1,2024-01-15
2288,200,28,32.37,12,2024-10-26
2289,105,64,12.17,1,2024-06-28
2290,66,51,11.01,1,2024-03-01
2291,172,8,1.51,9,2024-08-25
2292,127,9,12.19,2,2024-04-04
2293,182,52,11.32,3,2024-11-25
2294,133,82,18.55,4,2024-07-01
2295,193,20,13.21,13,2024-03-18
2296,45,9,12.11,1,2024-06-04
2297,45,98,6.8,30,2024-11-17
2298,137,82,17.66,4,2024-03-18
2299,200,11,7.03,25,2024-01-23
2300,92,27,17.12,5,2024-05-28
2301,34,85,26.7,1,2024-11-14
2302,57,28,31.93,4,2024-10-14
2303,41,25,25.43,10,2024-11-14
2304,137,56,13,9,2024-07-19
2305,159,97,14.63,2,2024-05-19
2306,46,63,7.51,19,2024-01-12
2307,31,56,13.92,4,2024-11-21
2308,95,78,6.57,3,2024-11-22
2309,137,38,3.74,1,2024-03-05
2310,50,12,8.2,5,2024-10-04
2311,54,80,14.43,17,2024-04-26
2312,175,19,25.03,17,2024-12-27
2313,55,35,10.51,1,2024-05-09
2314,191,98,6.37,30,2024-10-31
2315,7,31,10.42,8,2024-01-25
2316,17,28,25.62,16,2024-10-16
2317,29,5,27.61,11,2024-05-24
2318,193,56,11.11,5,2024-06-05
2319,200,78,7.61,1,2024-04-08
2320,129,81,8,2,2024-06-26
2321,141,95,36.23,8,2024-07-28
2322,158,24,19.8,2,2024-02-15
2323,162,29,11.59,2,2024-07-06
2324,193,9,10.07,16,2024-08-31
2325,197,33,28.29,1,2024-09-30
2326,76,55,7,14,2024-03-02
2327,184,99,5.01,16,2024-11-09
2328,57,51,10.33,4,2024-04-28
2329,98,63,6.6,4,2024-02-08
2330,27,98,6.28,4,2024-06-09
2331,182,59,5.81,3,2024-02-28
2332,110,63,7.31,8,2024-03-30
2333,86,41,6.67,7,2024-04-21
2334,121,40,19.37,6,2024-07-06
2335,193,78,7.35,17,2024-06-20
2336,74,34,22.9,4,2024-12-07
2337,190,29,10.38,6,2024-01-09
2338,137,27,18.75,5,2024-02-25
2339,34,42,12.09,2,2024-06-10
2340,162,18,4.76,3,2024-12-07
2341,132,56,11.14,9,2024-03-17
2342,162,83,17.14,2,2024-01-07
2343,22,9,11.69,10,2024-07-10
2344,14,56,13.12,7,2024-05-16
2345,190,13,21.66,6,2024-10-07
2346,69,56,13.18,13,2024-07-28
2347,38,27,18.62,20,2024-12-02
2348,157,28,32.12,2,2024-02-02
2349,193,88,10.07,1,2024-11-30
2350,157,90,66.25,4,2024-10-10
2351,159,9,12.32,6,2024-05-04
2352,56,61,23.82,1,2024-06-17
2353,189,7,13.1,8,2024-07-14
2354,109,36,14.86,3,2024-11-10
2355,193,28,31.61,5,2024-05-02
2356,95,71,13.95,28,2024-03-04
2357,184,20,13.48,13,2024-11-02
2358,60,56,11.84,11,2024-02-11
2359,99,7,13.75,14,2024-03-26
2360,109,28,32.83,15,2024-11-19
2361,159,29,10.53,24,2024-11-24
2362,37,59,5.31,18,2024-03-07
2363,197,27,17.53,19,2024-06-14
2364,100,65,3.06,3,2024-12-12
2365,6,68,7.39,1,2024-08-02
2366,1,78,7.6,3,2024-06-13
2367,191,79,15.17,7,2024-03-30
2368,77,24,23.01,27,2024-12-26
2369,23,45,6.17,18,2024-09-06
2370,179,27,17.45,4,2024-02-07
2371,102,2,8.27,4,2024-05-05
2372,2,17,13.08,3,2024-07-03
2373,110,27,18.54,9,2024-07-17
2374,23,28,30.31,7,2024-09-25
2375,105,29,11.21,8,2024-07-17
2376,145,52,13.3,5,2024-05-11
2377,77,58,13.24,3,2024-10-28
2378,159,56,11.28,9,2024-09-25
2379,110,9,12.11,9,2024-05-31
2380,65,63,7.27,12,2024-10-15
2381,121,29,11.13,1,2024-08-18
2382,151,29,10.98,2,2024-12-17
2383,200,56,13.51,1,2024-06-23
2384,137,96,6.63,4,2024-08-06
2385,200,9,11.86,3,2024-10-15
2386,182,28,31.9,29,2024-04-01
2387,100,19,28.06,18,2024-04-26
2388,180,9,11.77,1,2024-02-08
2389,51,56,13.49,2,2024-07-06
2390,200,56,13.84,6,2024-08-13
2391,20,61,28.13,4,2024-03-30
2392,174,19,27.25,23,2024-10-20
2393,163,28,27.23,20,2024-10-04
2394,99,28,29.79,2,2024-04-15
2395,36,87,16.13,10,2024-05-07
2396,104,9,11.79,10,2024-10-18
2397,25,63,7.59,19,2024-02-28
2398,73,29,11.45,9,2024-12-06
2399,200,10,4.88,3,2024-09-29
2400,83,9,11.93,3,2024-10-23
2401,105,92,21.94,9,2024-08-06
2402,164,81,7.81,5,2024-03-10
2403,91,9,10.38,6,2024-09-05
2404,44,26,15.77,3,2024-08-14
2405,159,64,12.54,4,2024-11-08
2406,87,71,15.1,5,2024-10-27
2407,155,63,7.07,1,2024-02-16
2408,50,38,3.44,1,2024-04-04
2409,193,8,1.6,9,2024-06-16
2410,146,99,5.19,1,2024-07-23
2411,75,44,9.94,1,2024-01-05
2412,20,58,13.29,1,2024-08-26
2413,20,50,58.44,3,2024-05-18
2414,162,28,32.24,16,2024-12-01
2415,177,21,17.07,5,2024-04-06
2416,190,19,27.57,7,2024-12-15
2417,86,56,13.3,1,2024-07-02
2418,77,56,13.2,2,2024-09-24
2419,137,27,17.11,10,2024-03-23
2420,137,74,18.21,5,2024-12-08
2421,182,69,38.3,2,2024-09-11
2422,28,61,28.21,2,2024-03-17
2423,61,88,9.78,4,2024-12-15
2424,137,63,7.56,1,2024-07-10
2425,190,67,4.48,3,2024-12-13
2426,17,81,6.94,4,2024-05-15
2427,15,20,13.86,13,2024-12-22
2428,24,57,14.23,13,2024-11-08
2429,133,56,12.44,23,2024-04-17
2430,137,58,14.07,14,2024-04-27
2431,113,9,9.95,6,2024-02-18
2432,131,63,7.35,3,2024-12-03
2433,200,37,33.93,1,2024-09-07
2434,159,23,6.37,5,2024-12-28
2435,1,100,6.3,3,2024-10-16
2436,108,28,27.5,10,2024-09-05
2437,36,9,11.86,3,2024-05-26
2438,47,29,10.76,4,2024-11-03
2439,20,66,6.98,6,2024-12-25
2440,109,80,14.57,14,2024-08-02
2441,109,18,4,15,2024-06-30
2442,137,9,11.39,7,2024-11-08
2443,70,56,13.23,18,2024-03-24
2444,77,61,28.96,30,2024-03-07
2445,111,51,11.35,1,2024-11-13
2446,77,56,13.62,14,2024-11-30
2447,193,63,7.1,1,2024-04-01
2448,162,63,7.49,19,2024-11-06
2449,77,68,7.4,16,2024-10-27
2450,158,55,6.8,28,2024-02-20
2451,109,66,5.95,4,2024-11-13
2452,157,55,6.8,4,2024-01-06
2453,67,57,15.6,5,2024-11-14
2454,110,29,11.36,5,2024-11-29
2455,52,36,14.24,27,2024-11-02
2456,193,9,12.35,3,2024-08-29
2457,149,37,35.02,1,2024-11-22
2458,137,44,7.51,18,2024-12-04
2459,83,79,15.39,3,2024-03-13
2460,78,13,21.4,5,2024-01-06
2461,84,99,4.97,17,2024-09-21
2462,18,87,16.22,4,2024-10-14
2463,186,63,6.44,15,2024-11-17
2464,137,28,31.08,4,2024-01-24
2465,200,63,7.56,4,2024-04-10
2466,110,57,17.88,10,2024-07-13
2467,158,97,13.55,4,2024-07-24
2468,90,70,10.79,13,2024-03-04
2469,82,23,7.1,3,2024-11-24
2470,110,60,29.6,30,2024-04-25
2471,39,28,28.47,2,2024-10-30
2472,10,100,5.32,6,2024-09-15
2473,77,59,5.83,1,2024-09-07
2474,131,73,20.26,4,2024-10-11
2475,70,99,5.31,4,2024-08-13
2476,9,37,33.37,17,2024-06-23
2477,182,28,30.94,27,2024-11-26
2478,89,92,21.4,20,2024-02-20
2479,182,49,22.76,20,2024-09-13
2480,118,29,10.5,3,2024-07-19
2481,187,60,27.72,10,2024-02-17
2482,137,64,12.82,3,2024-04-08
2483,129,3,12.71,4,2024-04-29
2484,100,44,9.88,4,2024-07-23
2485,158,87,15.99,4,2024-01-03
2486,9,56,12.65,17,2024-03-06
2487,185,58,13.4,4,2024-04-29
2488,193,73,17.4,18,2024-07-06
2489,20,63,7.17,9,2024-02-27
2490,200,63,7.41,3,2024-01-02
2491,149,65,2.85,28,2024-10-22
2492,133,29,11.11,1,2024-08-11
2493,173,71,15.32,1,2024-12-14
2494,137,77,27.1,8,2024-01-12
2495,170,47,8.62,7,2024-08-25
2496,168,9,11.81,4,2024-02-10
2497,165,55,7.15,19,2024-09-01
2498,174,29,9.29,17,2024-07-31
2499,190,78,8.13,15,2024-11-11
2500,20,4,11.66,7,2024-11-13
2501,20,72,8.53,9,2024-06-26
2502,85,28,32.39,5,2024-06-16
2503,165,7,13.37,7,2024-05-23
2504,137,97,14.96,4,2024-11-17
2505,7,27,17.73,21,2024-11-24
2506,100,29,10.68,10,2024-12-16
2507,45,64,12.15,2,2024-11-26
2508,100,29,10.67,9,2024-10-20
2509,137,29,11.61,6,2024-01-27
2510,126,56,13.41,12,2024-05-12
2511,168,18,4.8,22,2024-04-06
2512,10,56,12.88,3,2024-08-08
2513,124,29,9.07,5,2024-08-24
2514,60,27,17.69,17,2024-03-30
2515,178,56,13.09,15,2024-09-04
2516,105,27,18.81,5,2024-01-12
2517,110,27,17.95,21,2024-01-15
2518,47,33,28.66,4,2024-08-30
2519,38,24,23.19,4,2024-02-01
2520,37,70,11.25,17,2024-06-11
2521,200,83,16.02,4,2024-09-12
2522,136,100,5.77,3,2024-02-19
2523,41,5,28.26,7,2024-08-09
2524,20,8,1.36,21,2024-03-25
2525,105,74,18.36,4,2024-12-29
2526,49,42,12.53,4,2024-11-30
2527,82,96,6.24,22,2024-09-29
2528,74,27,18.73,30,2024-01-15
2529,6,63,6.93,10,2024-12-25
2530,137,85,27.99,7,2024-10-30
2531,176,7,13.04,17,2024-08-19
2532,182,95,29.96,17,2024-09-03
2533,71,29,9.74,26,2024-09-21
