shipment_id,sales_id,product_id,quantity_sold,date
3049,3393,98,3,2024-10-15
3050,3394,56,3,2024-08-28
3051,3395,97,1,2024-12-16
3052,3396,29,10,2024-05-09
3053,3397,62,4,2024-06-07
3054,3398,4,3,2024-11-10
3055,3399,88,4,2024-10-13
3056,3400,62,9,2024-11-02
3057,3401,29,10,2024-11-07
3058,3402,29,3,2024-09-14
3059,3403,21,3,2024-10-15
3060,3404,28,15,2024-01-27
3061,3406,6,3,2024-08-23
3062,3407,84,4,2024-05-28
3063,3408,70,5,2024-11-01
3064,3409,63,6,2024-06-20
3065,3410,43,4,2024-05-28
3066,3411,56,7,2024-02-05
3067,3412,51,10,2024-02-24
3068,3413,100,2,2024-12-26
3069,3414,45,6,2024-12-29
3070,3415,100,2,2024-10-06
3071,3416,76,3,2024-10-16
3072,3417,90,2,2024-10-23
3073,3419,2,26,2024-09-24
3074,3420,66,4,2024-03-31
3075,3421,56,18,2024-12-26
3076,3422,58,2,2024-12-22
3077,3423,86,4,2024-09-05
3078,3424,1,4,2024-03-27
3079,3425,9,3,2024-09-21
3080,3426,10,4,2024-03-22
3081,3427,54,26,2024-10-18
3082,3428,12,24,2024-02-18
3083,3429,27,1,2024-11-21
3084,3430,71,4,2024-11-07
3085,3431,84,4,2024-03-11
3086,3432,90,20,2024-07-30
3087,3434,37,29,2024-08-27
3088,3435,56,9,2024-06-14
3089,3437,14,3,2024-10-17
3090,3439,56,17,2024-01-10
3091,3440,28,2,2024-07-21
3092,3441,29,4,2024-03-15
3093,3442,28,1,2024-10-14
3094,3443,8,18,2024-04-21
3095,3444,12,4,2024-03-16
3096,3445,42,2,2024-03-30
3097,3446,67,3,2024-08-10
3098,3447,62,15,2024-05-06
3099,3449,28,1,2024-11-05
3100,3450,12,1,2024-05-13
3101,3451,97,9,2024-12-20
3102,3452,29,4,2024-11-13
3103,3453,56,10,2024-04-19
3104,3454,35,8,2024-01-04
3105,3456,72,25,2024-11-05
3106,3458,27,3,2024-09-09
3107,3459,28,2,2024-12-08
3108,3460,1,1,2024-08-01
3109,3461,62,9,2024-04-03
3110,3462,53,19,2024-07-20
3111,3463,100,4,2024-08-02
3112,3464,1,2,2024-04-17
3113,3465,28,5,2024-08-22
3114,3466,9,5,2024-08-10
3115,3467,56,5,2024-02-08
3116,3468,89,3,2024-04-22
3117,3469,63,3,2024-02-04
3118,3472,79,1,2024-11-10
3119,3473,63,13,2024-10-25
3120,3474,55,2,2024-09-09
3121,3475,56,2,2024-11-14
3122,3477,29,4,2024-08-20
3123,3478,93,7,2025-01-17
3124,3479,74,3,2024-04-05
3125,3482,5,30,2024-04-22
3126,3483,27,8,2024-11-03
3127,3484,27,6,2024-10-04
3128,3485,3,5,2024-12-22
3129,3486,25,7,2025-01-02
3130,3487,28,1,2024-11-09
3131,3489,28,6,2024-12-05
3132,3490,56,2,2024-03-02
3133,3491,63,2,2024-04-14
3134,3492,29,22,2024-08-24
3135,3493,88,4,2024-09-11
3136,3494,28,7,2024-12-28
3137,3495,63,3,2024-11-08
3138,3496,29,4,2024-04-17
3139,3497,24,5,2024-03-13
3140,3498,51,6,2024-11-17
3141,3500,28,4,2024-11-04
3142,3501,49,9,2024-02-09
3143,3502,5,5,2024-11-13
3144,3503,19,2,2024-03-17
3145,3504,56,2,2024-12-19
3146,3505,56,19,2024-07-22
3147,3506,29,8,2024-07-24
3148,3507,27,4,2024-08-26
3149,3508,87,5,2024-09-06
3150,3509,29,16,2024-03-29
3151,3511,68,10,2024-02-17
3152,3512,27,3,2024-02-10
3153,3513,28,13,2024-11-03
3154,3514,63,2,2024-04-22
3155,3515,9,4,2024-02-03
3156,3516,29,15,2024-03-17
3157,3517,19,14,2024-06-08
3158,3518,90,5,2024-07-17
3159,3519,83,2,2024-12-13
3160,3520,50,5,2024-05-09
3161,3521,29,1,2024-11-14
3162,3522,29,19,2024-03-30
3163,3524,61,6,2024-06-22
3164,3525,73,16,2024-10-06
3165,3526,99,20,2024-04-23
3166,3527,9,5,2024-12-06
3167,3528,29,2,2024-07-22
3168,3529,60,12,2024-03-08
3169,3530,18,16,2024-05-19
3170,3531,17,18,2024-01-17
3171,3533,97,4,2024-05-06
3172,3536,87,1,2024-05-06
3173,3537,28,8,2024-04-15
3174,3538,22,4,2024-04-16
3175,3539,9,9,2024-11-15
3176,3540,32,7,2024-07-19
3177,3541,73,5,2024-04-21
3178,3542,77,20,2024-03-09
3179,3543,18,1,2024-12-08
3180,3544,62,3,2024-10-03
3181,3545,27,7,2024-12-03
3182,3546,63,4,2024-07-20
3183,3547,57,4,2024-09-22
3184,3550,9,4,2024-08-15
3185,3551,63,7,2024-05-31
3186,3552,41,8,2024-03-08
3187,3553,66,6,2024-10-21
3188,3554,9,5,2024-08-10
3189,3556,56,13,2024-09-25
3190,3557,37,23,2024-05-18
3191,3558,27,4,2024-06-22
3192,3559,52,4,2024-08-09
3193,3560,73,20,2024-07-07
3194,3561,27,2,2024-10-06
3195,3562,56,12,2024-01-21
3196,3564,9,2,2024-04-22
3197,3565,5,2,2024-04-11
3198,3566,29,9,2024-12-11
3199,3567,56,10,2024-11-02
3200,3568,9,5,2024-03-16
3201,3569,6,16,2024-11-08
3202,3570,28,4,2024-04-13
3203,3571,20,29,2024-05-20
3204,3573,63,5,2024-12-24
3205,3574,50,12,2024-08-18
3206,3575,52,7,2024-07-31
3207,3576,85,7,2024-10-17
3208,3577,29,6,2024-07-31
3209,3578,94,3,2024-10-09
3210,3579,56,2,2024-12-18
3211,3580,63,3,2024-05-06
3212,3581,77,12,2024-05-29
3213,3582,69,5,2024-01-22
3214,3583,9,1,2024-05-02
3215,3584,71,1,2024-08-15
3216,3585,89,4,2024-12-31
3217,3586,28,9,2024-05-03
3218,3587,56,3,2024-12-15
3219,3588,38,1,2024-01-15
3220,3589,25,9,2024-02-04
3221,3590,29,5,2024-05-28
3222,3591,9,27,2024-10-17
3223,3592,32,8,2024-03-27
3224,3593,27,2,2024-03-20
3225,3595,8,21,2024-04-01
3226,3596,81,12,2024-12-06
3227,3597,47,12,2024-06-18
3228,3598,40,5,2024-04-23
3229,3599,38,2,2024-12-14
3230,3600,9,20,2024-05-22
3231,3601,9,14,2024-11-08
3232,3602,34,18,2024-12-26
3233,3603,83,2,2024-03-05
3234,3604,58,5,2024-07-17
3235,3605,9,5,2024-02-27
3236,3607,63,6,2024-01-25
3237,3608,52,4,2024-06-15
3238,3609,72,1,2025-01-03
3239,3610,26,17,2024-04-05
3240,3612,27,4,2024-01-16
3241,3613,27,20,2024-10-04
3242,3614,4,12,2024-04-02
3243,3615,37,6,2024-02-25
3244,3616,28,9,2024-10-06
3245,3617,9,5,2024-09-10
3246,3618,2,30,2024-11-22
3247,3619,59,4,2024-10-07
3248,3620,28,4,2024-04-18
3249,3621,53,21,2024-12-30
3250,3623,17,5,2024-12-21
3251,3624,28,6,2024-10-26
3252,3625,28,7,2024-12-29
3253,3626,63,1,2024-10-08
3254,3627,29,19,2024-03-03
3255,3628,67,15,2024-12-18
3256,3629,60,14,2024-04-05
3257,3631,95,4,2024-01-22
3258,3632,28,20,2024-06-02
3259,3633,63,12,2024-02-27
3260,3634,27,23,2024-05-14
3261,3635,83,9,2024-07-04
3262,3637,96,1,2024-08-12
3263,3638,56,7,2024-11-05
3264,3639,92,28,2024-06-04
3265,3641,28,2,2024-12-04
3266,3642,54,5,2024-02-04
3267,3643,26,26,2024-07-26
3268,3644,28,10,2024-10-12
3269,3645,27,2,2024-02-22
3270,3646,71,17,2024-10-15
3271,3647,9,6,2024-08-08
3272,3648,17,10,2025-01-10
3273,3649,28,19,2024-11-05
3274,3650,63,4,2024-10-16
3275,3651,70,18,2024-08-14
3276,3652,9,10,2024-12-08
3277,3653,29,5,2024-08-03
3278,3654,60,7,2024-05-27
3279,3655,29,4,2024-11-22
3280,3657,24,5,2024-10-04
3281,3658,99,1,2024-12-02
3282,3660,48,6,2024-10-01
3283,3661,27,3,2024-08-10
3284,3662,54,7,2024-05-26
3285,3663,47,1,2024-12-17
3286,3664,8,23,2024-10-24
3287,3665,27,22,2024-10-07
3288,3666,56,6,2024-07-03
3289,3667,9,1,2024-09-03
3290,3668,15,7,2024-03-19
3291,3669,80,25,2024-02-18
3292,3671,44,1,2024-06-18
3293,3672,32,3,2024-11-20
3294,3673,55,11,2024-10-08
3295,3674,19,2,2024-03-21
3296,3676,95,4,2024-08-16
3297,3677,56,1,2024-09-19
3298,3678,9,5,2024-07-19
3299,3679,68,9,2024-05-30
3300,3680,9,13,2024-04-14
3301,3682,27,18,2024-01-14
3302,3683,86,22,2024-11-30
3303,3684,17,4,2024-08-31
3304,3685,42,9,2024-08-10
3305,3686,9,27,2024-12-19
3306,3687,22,3,2024-07-25
3307,3688,69,6,2024-05-08
3308,3689,39,12,2024-09-05
3309,3691,56,23,2024-10-16
3310,3692,80,3,2024-03-18
3311,3693,49,28,2024-07-04
3312,3694,28,16,2024-10-17
3313,3695,76,1,2024-03-28
3314,3696,29,1,2024-09-23
3315,3697,63,7,2024-05-14
3316,3699,9,9,2024-05-21
3317,3700,9,23,2024-05-24
3318,3701,63,1,2024-11-30
3319,3702,28,10,2024-11-07
3320,3703,25,2,2024-10-02
3321,3704,56,2,2024-01-17
3322,3705,28,2,2024-07-07
3323,3707,74,5,2024-01-14
3324,3708,7,19,2024-09-15
3325,3709,56,2,2024-10-28
3326,3710,29,3,2024-05-14
3327,3711,12,3,2024-01-04
3328,3712,86,8,2024-10-28
3329,3713,21,17,2024-08-31
3330,3714,29,19,2024-11-12
3331,3715,27,12,2024-09-10
3332,3716,29,10,2024-11-05
3333,3717,9,4,2024-04-07
3334,3718,66,3,2024-11-13
3335,3720,28,19,2024-02-22
3336,3721,29,8,2024-03-31
3337,3723,62,12,2024-01-23
3338,3724,4,15,2024-09-09
3339,3725,66,21,2024-02-29
3340,3726,56,4,2024-07-29
3341,3727,56,4,2024-02-22
3342,3728,96,24,2024-05-28
3343,3730,100,8,2024-07-19
3344,3731,27,20,2024-07-21
3345,3732,27,4,2024-11-26
3346,3733,68,5,2024-07-06
3347,3734,65,5,2024-03-18
3348,3735,29,2,2024-06-26
3349,3736,56,2,2024-05-22
3350,3737,75,5,2024-11-25
3351,3738,28,3,2024-06-08
3352,3741,85,18,2024-11-26
3353,3743,29,5,2024-10-09
3354,3744,94,2,2024-12-17
3355,3745,63,23,2024-09-29
3356,3746,88,19,2024-05-27
3357,3747,28,24,2024-11-07
3358,3749,56,1,2024-08-25
3359,3750,9,2,2024-09-21
3360,3751,27,12,2024-03-14
3361,3752,28,10,2024-04-29
3362,3753,36,8,2024-01-15
3363,3754,56,3,2024-09-01
3364,3755,96,2,2024-12-30
3365,3756,9,10,2024-02-20
3366,3757,25,9,2024-06-23
3367,3758,56,10,2024-11-11
3368,3759,72,1,2024-05-12
3369,3760,68,4,2024-02-19
3370,3761,94,26,2024-02-22
3371,3762,40,2,2024-12-08
3372,3763,9,16,2024-09-06
3373,3764,73,6,2024-03-16
3374,3765,63,5,2024-10-16
3375,3766,35,5,2024-03-17
3376,3767,41,3,2024-12-18
3377,3768,28,2,2024-08-25
3378,3769,15,4,2024-03-07
3379,3770,25,1,2024-08-03
3380,3771,9,3,2024-08-29
3381,3772,9,20,2024-04-29
3382,3773,34,5,2024-01-13
3383,3774,56,25,2024-12-29
3384,3775,9,10,2024-06-02
3385,3776,56,15,2024-05-26
3386,3778,27,3,2024-01-08
3387,3779,27,16,2024-06-21
3388,3780,27,17,2024-11-07
3389,3781,63,5,2024-09-11
3390,3782,54,3,2024-11-05
3391,3783,29,9,2024-06-21
3392,3784,50,7,2024-09-27
3393,3785,37,8,2024-11-04
3394,3787,9,2,2024-02-17
3395,3789,29,7,2024-09-20
3396,3790,69,24,2025-01-02
3397,3791,56,4,2024-10-05
3398,3792,37,6,2024-02-15
3399,3794,12,4,2024-12-07
3400,3795,80,1,2024-11-12
3401,3796,63,4,2024-04-27
3402,3797,29,27,2024-11-10
3403,3798,63,20,2024-09-06
3404,3799,82,27,2024-05-07
3405,3800,7,20,2024-02-02
3406,3801,29,17,2024-11-27
3407,3802,9,11,2024-01-07
3408,3803,100,23,2024-10-21
3409,3804,64,4,2024-12-20
3410,3805,28,2,2024-05-30
3411,3806,54,4,2024-10-19
3412,3807,73,15,2024-03-05
3413,3808,97,11,2024-03-19
3414,3809,49,17,2024-02-13
3415,3810,63,3,2024-08-31
3416,3811,7,8,2024-07-29
3417,3812,80,23,2024-09-17
3418,3813,56,1,2024-12-11
3419,3814,28,4,2024-12-28
3420,3815,72,1,2024-05-24
3421,3816,63,15,2024-03-18
3422,3817,76,3,2024-09-04
3423,3818,75,3,2024-03-11
3424,3819,3,10,2024-10-06
3425,3820,22,10,2024-10-07
3426,3821,9,5,2024-12-22
3427,3822,38,2,2024-08-09
3428,3823,97,11,2024-06-23
3429,3824,36,10,2024-09-07
3430,3826,29,5,2024-12-14
3431,3827,9,10,2025-01-05
3432,3828,28,18,2024-12-30
3433,3829,29,1,2024-06-06
3434,3830,56,5,2024-11-01
3435,3831,96,10,2024-12-03
3436,3832,31,3,2024-06-11
3437,3833,75,27,2025-01-11
3438,3835,41,6,2024-10-11
3439,3836,33,6,2024-04-15
3440,3837,9,15,2024-03-18
3441,3838,43,1,2024-12-27
3442,3839,83,10,2024-11-10
3443,3840,68,2,2024-09-11
3444,3841,65,6,2024-06-17
3445,3842,63,15,2024-08-24
3446,3843,43,10,2024-11-15
3447,3844,51,4,2024-10-24
3448,3845,3,8,2024-11-04
3449,3846,28,2,2024-12-05
3450,3847,35,8,2024-11-14
3451,3848,63,7,2024-03-16
3452,3849,27,4,2024-12-28
3453,3850,16,10,2024-08-26
3454,3851,27,24,2024-02-22
3455,3852,99,7,2024-10-04
3456,3853,32,13,2024-06-03
3457,3854,27,29,2024-07-02
3458,3855,89,3,2024-11-23
3459,3857,29,9,2024-08-17
3460,3859,91,18,2024-04-10
3461,3860,28,1,2024-11-07
3462,3862,34,1,2024-01-27
3463,3863,89,8,2024-08-26
3464,3864,73,27,2024-03-11
3465,3866,39,1,2024-06-09
3466,3867,9,25,2024-12-06
3467,3868,37,5,2024-08-25
3468,3870,90,2,2024-09-01
3469,3871,58,5,2024-05-19
3470,3872,76,15,2025-01-05
3471,3873,63,12,2024-02-02
3472,3874,27,19,2024-09-23
3473,3875,38,17,2024-08-30
3474,3876,74,3,2024-01-14
3475,3877,28,1,2024-10-21
3476,3878,97,19,2024-08-17
3477,3879,70,16,2024-07-18
3478,3880,14,4,2024-12-12
3479,3881,46,4,2024-02-21
3480,3882,29,11,2024-11-14
3481,3883,25,7,2024-01-23
3482,3884,8,5,2024-03-22
3483,3886,9,4,2024-05-18
3484,3887,50,1,2024-06-27
3485,3888,28,7,2024-12-17
3486,3889,93,2,2024-09-19
3487,3890,56,4,2024-11-11
3488,3891,27,24,2024-01-07
3489,3892,63,1,2024-10-07
3490,3893,65,5,2024-09-17
3491,3894,27,27,2024-12-14
3492,3895,27,6,2024-11-16
3493,3896,56,3,2024-12-10
3494,3897,52,3,2024-09-05
3495,3898,88,3,2024-03-17
3496,3900,15,13,2024-05-09
3497,3902,29,14,2024-07-11
3498,3903,17,5,2024-02-02
3499,3904,45,21,2024-01-25
3500,3905,88,8,2024-08-27
3501,3906,27,1,2024-04-08
3502,3907,36,4,2025-01-02
3503,3908,48,1,2024-01-12
3504,3909,85,20,2024-10-10
3505,3910,28,11,2024-07-27
3506,3911,62,13,2024-09-22
3507,3912,98,4,2024-11-26
3508,3913,63,1,2024-06-02
3509,3914,35,2,2024-03-15
3510,3915,28,5,2024-09-01
3511,3916,86,4,2024-08-05
3512,3918,76,3,2024-07-28
3513,3919,29,1,2024-11-07
3514,3920,87,8,2024-09-14
3515,3921,38,25,2024-09-16
3516,3922,63,8,2024-04-03
3517,3923,14,21,2024-02-06
3518,3924,10,8,2024-12-12
3519,3925,63,21,2024-06-08
3520,3926,72,16,2024-02-10
3521,3927,29,7,2024-08-17
3522,3929,30,17,2024-12-12
3523,3932,28,21,2024-06-12
3524,3933,27,10,2024-01-23
3525,3934,21,11,2024-07-10
3526,3935,63,8,2024-10-10
3527,3936,63,30,2024-02-18
3528,3937,14,10,2024-04-27
3529,3938,41,5,2024-12-11
3530,3939,70,11,2024-01-05
3531,3941,27,4,2024-06-27
3532,3942,63,26,2024-04-12
3533,3943,14,15,2024-12-01
3534,3944,15,9,2024-07-01
3535,3946,96,26,2024-06-16
3536,3947,66,19,2024-09-27
3537,3948,99,16,2024-04-27
3538,3949,28,9,2024-04-05
3539,3951,28,2,2024-02-16
3540,3952,27,4,2024-09-07
3541,3953,63,9,2024-07-20
3542,3954,35,4,2024-10-23
3543,3955,27,5,2024-01-27
3544,3956,44,7,2024-11-08
3545,3957,56,3,2024-04-08
3546,3958,6,8,2024-02-16
3547,3960,22,27,2024-12-26
3548,3961,52,1,2024-06-18
3549,3962,63,2,2024-04-01
3550,3963,41,9,2024-07-16
3551,3964,46,23,2024-11-20
3552,3965,95,25,2024-04-15
3553,3966,88,2,2024-08-28
3554,3967,72,14,2024-10-11
3555,3968,3,6,2024-03-05
3556,3969,28,24,2024-03-23
3557,3970,63,5,2024-07-01
3558,3971,53,3,2024-01-30
3559,3972,63,3,2024-02-27
3560,3973,9,5,2024-12-21
3561,3974,56,4,2024-11-11
3562,3975,87,8,2024-10-08
3563,3976,27,17,2024-11-12
3564,3977,23,2,2024-10-29
3565,3978,4,14,2024-05-15
3566,3979,100,12,2024-08-12
3567,3980,61,22,2024-08-24
3568,3981,27,16,2024-05-30
3569,3982,28,5,2024-08-02
3570,3983,56,26,2024-02-12
3571,3984,34,3,2024-04-07
3572,3985,4,16,2024-12-15
3573,3986,85,20,2024-06-27
3574,3987,32,5,2024-12-18
3575,3989,19,2,2024-06-09
3576,3990,47,11,2024-01-08
3577,3992,9,15,2024-12-10
3578,3993,63,4,2024-03-28
3579,3994,63,1,2024-03-29
3580,3995,77,2,2024-09-17
3581,3996,6,2,2024-12-11
3582,3997,75,4,2024-12-23
3583,3998,5,6,2024-08-07
3584,3999,28,10,2024-04-29
3585,4000,9,4,2024-07-09
3586,4001,28,28,2024-05-19
3587,4002,10,15,2024-04-25
3588,4003,27,1,2024-04-30
3589,4004,19,10,2024-04-23
3590,4005,11,7,2024-12-26
3591,4006,66,5,2024-10-04
3592,4007,45,1,2024-12-10
3593,4008,95,13,2024-07-15
3594,4009,64,6,2024-10-20
3595,4010,9,26,2024-11-05
3596,4012,13,18,2024-01-16
3597,4013,88,4,2024-10-13
3598,4016,2,28,2024-08-17
3599,4017,56,25,2024-11-14
3600,4018,42,21,2024-04-21
3601,4019,21,15,2024-03-13
3602,4020,68,2,2024-09-02
3603,4021,65,7,2024-08-31
3604,4022,22,9,2024-08-26
3605,4023,63,4,2024-05-14
3606,4024,28,3,2024-12-01
3607,4025,63,6,2024-03-03
3608,4026,27,25,2024-06-19
3609,4027,27,8,2024-05-21
3610,4028,62,12,2024-12-11
3611,4029,5,30,2024-10-08
3612,4030,48,28,2024-06-23
3613,4032,63,9,2024-04-07
3614,4033,63,6,2024-01-29
3615,4034,18,8,2024-07-04
3616,4035,28,2,2024-09-18
3617,4036,58,7,2024-10-20
3618,4037,10,3,2024-07-29
3619,4038,56,19,2024-02-10
3620,4039,39,5,2024-01-08
3621,4040,9,1,2024-03-06
3622,4041,63,4,2024-10-19
3623,4042,38,5,2024-12-13
3624,4044,27,5,2024-09-03
3625,4045,75,28,2024-01-19
3626,4047,64,29,2024-07-24
3627,4048,47,8,2024-09-24
3628,4049,1,5,2024-01-12
3629,4050,29,5,2024-12-07
3630,4051,63,11,2024-11-10
3631,4053,26,13,2024-01-30
3632,4054,27,24,2024-03-27
3633,4055,14,7,2024-11-24
3634,4056,9,12,2024-11-20
3635,4057,97,24,2024-12-11
3636,4058,73,4,2024-09-02
3637,4059,28,3,2024-04-23
3638,4060,86,17,2024-10-08
3639,4061,29,6,2024-11-13
3640,4062,63,4,2024-01-05
3641,4063,71,16,2024-01-18
3642,4064,7,4,2024-05-24
3643,4065,82,4,2024-11-25
3644,4066,28,6,2024-02-11
3645,4067,74,1,2024-05-03
3646,4068,100,2,2024-12-26
3647,4069,63,4,2024-02-21
3648,4070,9,24,2024-10-04
3649,4071,9,20,2024-04-05
3650,4072,57,4,2024-07-10
3651,4073,100,6,2024-06-17
3652,4074,58,3,2024-04-01
3653,4075,27,1,2024-07-18
3654,4076,28,19,2024-04-25
3655,4078,29,10,2024-09-27
3656,4079,67,8,2024-03-28
3657,4080,90,2,2024-06-17
3658,4081,29,15,2024-03-27
3659,4082,9,8,2024-01-21
3660,4083,9,5,2024-01-18
3661,4084,8,30,2024-09-24
3662,4085,63,13,2025-01-01
3663,4086,9,2,2024-12-18
3664,4087,28,1,2024-08-22
3665,4088,29,8,2024-11-25
3666,4089,44,7,2024-01-11
3667,4090,63,3,2025-01-01
3668,4091,59,10,2024-02-27
3669,4092,56,1,2024-05-31
3670,4093,27,3,2024-10-16
3671,4094,63,7,2024-08-06
3672,4095,28,17,2024-04-30
3673,4096,29,4,2024-04-04
3674,4098,33,14,2024-05-19
3675,4099,29,1,2024-03-13
3676,4100,26,6,2024-01-04
3677,4102,9,7,2024-09-22
3678,4103,79,2,2024-03-27
3679,4104,9,4,2024-09-17
3680,4105,64,13,2024-03-18
3681,4106,1,30,2024-11-25
3682,4108,83,21,2024-02-08
3683,4109,22,5,2024-11-03
3684,4110,29,8,2024-07-15
3685,4111,33,3,2024-03-20
3686,4112,70,3,2024-10-19
3687,4113,45,1,2024-08-06
3688,4114,18,4,2024-07-07
3689,4115,56,4,2024-09-26
3690,4117,9,12,2024-03-08
3691,4119,29,1,2024-09-21
3692,4120,31,10,2024-09-05
3693,4122,100,5,2024-03-06
3694,4123,5,10,2024-04-07
3695,4124,9,15,2024-04-20
3696,4125,63,5,2024-11-05
3697,4126,9,9,2024-01-03
3698,4127,100,24,2024-08-14
3699,4128,41,13,2024-04-05
3700,4129,88,2,2024-06-17
3701,4130,29,20,2024-02-03
3702,4131,85,24,2024-09-22
3703,4132,92,7,2024-09-27
3704,4133,27,4,2024-04-24
3705,4134,67,8,2024-02-11
3706,4135,75,1,2024-05-04
3707,4136,63,4,2024-10-24
3708,4137,28,23,2024-11-08
3709,4138,100,4,2024-09-19
3710,4139,24,29,2024-07-17
3711,4140,25,4,2024-12-22
3712,4141,27,17,2024-10-07
3713,4142,33,4,2024-07-11
3714,4143,9,21,2024-05-18
3715,4144,63,4,2024-11-05
3716,4146,63,12,2024-06-07
3717,4147,27,8,2024-03-09
3718,4148,9,4,2024-12-15
3719,4149,5,7,2024-03-20
3720,4151,28,3,2024-09-14
3721,4152,29,17,2024-12-19
3722,4153,96,3,2024-09-13
3723,4154,39,4,2024-10-13
3724,4155,3,7,2024-01-12
3725,4156,9,20,2024-03-27
3726,4157,28,4,2024-10-18
3727,4158,49,1,2024-05-07
3728,4159,38,11,2024-09-26
3729,4160,29,16,2024-02-08
3730,4162,63,13,2024-04-28
3731,4163,44,22,2024-08-09
3732,4165,38,2,2024-03-31
3733,4166,9,2,2024-11-05
3734,4167,27,3,2024-11-01
3735,4168,75,2,2024-03-21
3736,4169,9,23,2024-03-27
3737,4170,56,4,2024-02-20
3738,4171,29,10,2024-08-05
3739,4172,63,20,2024-07-27
3740,4173,28,9,2024-05-30
3741,4175,29,5,2024-03-07
3742,4176,56,2,2024-01-24
3743,4177,86,11,2024-03-17
3744,4179,29,12,2024-01-27
3745,4181,32,17,2024-07-29
3746,4183,80,9,2024-07-15
3747,4184,63,6,2024-10-20
3748,4185,29,3,2024-11-15
3749,4186,9,17,2024-07-29
3750,4187,9,7,2024-01-29
3751,4188,34,1,2024-07-12
3752,4189,27,2,2024-11-13
3753,4190,10,5,2024-01-28
3754,4191,39,9,2024-07-23
3755,4192,88,1,2024-11-25
3756,4194,93,28,2024-03-08
3757,4195,70,22,2024-03-29
3758,4196,63,3,2024-07-03
3759,4198,27,12,2024-05-03
3760,4199,33,10,2024-12-05
3761,4200,28,2,2024-01-25
3762,4201,70,1,2024-04-08
3763,4202,83,5,2024-06-14
3764,4203,12,1,2024-11-25
3765,4205,31,3,2024-05-24
3766,4206,73,26,2024-10-08
3767,4207,55,5,2024-05-10
3768,4208,93,1,2024-08-14
3769,4209,9,3,2024-04-19
3770,4210,59,2,2024-02-23
3771,4211,29,9,2024-07-06
3772,4212,31,3,2024-12-11
3773,4213,68,4,2024-11-07
3774,4214,49,2,2024-05-10
3775,4215,20,1,2024-05-17
3776,4216,60,4,2024-10-14
3777,4217,4,14,2024-08-09
3778,4218,89,1,2024-04-01
3779,4219,43,2,2024-01-03
3780,4220,7,26,2024-04-09
3781,4221,28,3,2024-05-23
3782,4222,48,1,2025-01-01
3783,4223,11,1,2024-01-27
3784,4224,27,10,2024-06-24
3785,4225,41,7,2024-07-28
3786,4226,28,3,2024-12-26
3787,4228,91,5,2024-12-21
3788,4229,28,7,2024-02-15
3789,4230,63,7,2024-02-21
3790,4231,27,10,2024-07-11
3791,4233,69,1,2024-12-17
3792,4234,67,17,2024-11-26
3793,4235,63,2,2024-07-16
3794,4236,38,5,2024-04-24
3795,4237,28,15,2024-11-10
3796,4238,74,4,2024-05-27
3797,4239,9,7,2024-06-17
3798,4240,72,10,2024-03-30
3799,4241,46,24,2024-12-16
3800,4242,56,10,2024-12-16
3801,4243,12,13,2024-05-01
3802,4244,27,7,2024-01-17
3803,4245,28,7,2024-04-08
3804,4246,29,8,2024-05-09
3805,4247,29,5,2024-03-20
3806,4248,34,8,2024-02-24
3807,4249,8,10,2024-05-21
3808,4250,9,18,2024-10-21
3809,4251,25,3,2024-06-08
3810,4252,54,3,2024-11-29
3811,4253,100,10,2024-08-21
3812,4254,89,1,2024-05-12
3813,4255,27,2,2024-01-11
3814,4256,63,7,2024-06-21
3815,4257,93,6,2024-05-09
3816,4258,63,8,2024-04-29
3817,4259,63,10,2024-01-09
3818,4260,63,5,2024-02-20
3819,4261,9,2,2024-01-31
3820,4262,29,1,2024-07-25
3821,4263,8,9,2024-07-26
3822,4264,27,2,2024-04-28
3823,4266,72,10,2024-02-02
3824,4267,37,1,2024-01-29
3825,4268,63,19,2024-11-03
3826,4269,28,5,2024-04-25
3827,4270,45,9,2024-10-20
3828,4271,29,5,2024-12-11
3829,4273,1,8,2024-04-06
3830,4274,56,1,2024-02-06
3831,4275,27,16,2024-03-01
3832,4276,63,1,2024-07-05
3833,4277,43,2,2024-01-19
3834,4278,27,4,2024-10-14
3835,4279,46,10,2024-07-08
3836,4280,27,4,2024-09-28
3837,4281,14,1,2024-11-22
3838,4282,2,3,2024-06-10
3839,4283,58,8,2024-06-05
3840,4284,28,2,2024-05-08
3841,4285,44,2,2024-04-07
3842,4286,28,2,2024-12-27
3843,4287,40,7,2024-03-25
3844,4288,9,6,2024-06-29
3845,4289,48,1,2024-04-12
3846,4290,73,2,2024-10-16
3847,4291,97,10,2024-01-26
3848,4293,56,2,2024-07-29
3849,4294,63,7,2024-08-27
3850,4296,91,17,2024-06-04
3851,4297,9,8,2024-04-11
3852,4298,32,1,2024-01-10
3853,4299,57,5,2024-03-17
3854,4302,8,2,2024-09-13
3855,4303,56,4,2024-04-14
3856,4304,68,5,2024-01-17
3857,4305,28,1,2024-10-06
3858,4306,19,5,2024-06-01
3859,4307,17,9,2024-06-25
3860,4308,56,9,2024-05-05
3861,4310,27,3,2024-05-14
3862,4311,64,10,2024-09-26
3863,4312,78,6,2024-10-26
3864,4313,8,20,2024-11-21
3865,4314,78,9,2024-09-07
3866,4315,28,7,2024-06-14
3867,4316,36,4,2024-09-30
3868,4317,63,3,2024-11-09
3869,4318,28,6,2024-02-19
3870,4319,28,4,2024-06-03
