receipt_id,product_id,quantity_received,date
2168,63,770,2023-11-24
2169,63,646,2024-04-06
2170,66,555,2024-07-30
2171,29,1198,2023-12-09
2172,10,718,2024-11-30
2173,53,932,2024-07-21
2174,29,656,2024-11-02
2175,27,1099,2024-12-09
2176,43,47,2024-10-23
2177,95,832,2024-06-02
2178,27,902,2024-02-27
2179,45,779,2024-03-17
2180,84,530,2024-03-13
2181,29,85,2024-03-09
2182,35,1120,2024-04-25
2183,32,1119,2024-10-31
2184,29,503,2023-10-10
2185,63,739,2024-09-02
2186,65,649,2024-05-07
2187,50,914,2024-06-05
2188,27,324,2024-04-04
2189,49,412,2024-08-01
2190,74,544,2024-12-25
2191,29,292,2024-02-05
2192,28,799,2024-06-11
2193,9,684,2024-06-23
2194,24,1136,2024-11-13
2195,14,577,2024-03-05
2196,56,764,2024-01-03
2197,38,349,2024-10-23
2198,50,545,2023-10-24
2199,56,190,2024-05-29
2200,63,811,2023-11-16
2201,90,489,2024-07-17
2202,20,301,2024-01-06
2203,26,358,2024-01-27
2204,56,482,2023-11-12
2205,32,1095,2024-03-23
2206,15,784,2024-03-10
2207,71,885,2024-09-12
2208,29,918,2024-10-26
2209,33,1151,2024-01-10
2210,22,768,2024-08-02
2211,29,482,2024-10-22
2212,63,355,2023-12-21
2213,86,208,2024-07-12
2214,60,221,2024-11-05
2215,89,47,2024-12-08
2216,63,595,2024-08-19
2217,5,1168,2024-11-23
2218,88,978,2024-11-17
2219,43,1110,2023-11-15
2220,66,597,2024-11-26
2221,63,1055,2024-02-06
2222,68,33,2024-02-10
2223,56,861,2023-11-26
2224,9,819,2024-10-10
2225,88,266,2024-11-05
2226,46,1024,2023-10-29
2227,63,797,2024-11-02
2228,56,328,2024-07-12
2229,70,1152,2024-09-26
2230,22,820,2024-12-25
2231,86,25,2024-03-29
2232,14,1193,2024-04-27
2233,63,345,2024-07-14
2234,84,576,2023-11-29
2235,9,1039,2024-01-29
2236,37,1180,2024-03-25
2237,56,928,2024-01-06
2238,28,529,2023-12-12
2239,28,475,2023-11-12
2240,9,107,2024-10-18
2241,81,613,2023-10-26
2242,36,957,2024-08-20
2243,27,1106,2024-09-27
2244,56,600,2024-02-10
2245,9,866,2024-07-24
2246,28,341,2024-06-05
2247,44,164,2024-12-14
2248,48,216,2024-08-09
2249,29,529,2024-01-16
2250,29,410,2024-12-18
2251,29,277,2023-12-06
2252,29,299,2024-05-20
2253,86,347,2024-09-25
2254,67,396,2023-10-10
2255,74,66,2024-05-04
2256,63,71,2023-12-17
2257,25,1165,2024-02-26
2258,43,130,2024-02-23
2259,28,521,2024-07-12
2260,97,74,2024-03-15
2261,21,768,2024-12-20
2262,63,255,2024-05-09
2263,28,603,2023-12-04
2264,27,314,2023-10-14
2265,50,75,2024-11-22
2266,51,153,2024-07-21
2267,29,311,2024-01-31
2268,9,363,2024-08-18
2269,33,516,2024-02-08
2270,90,577,2024-04-11
2271,9,289,2024-11-03
2272,29,947,2024-01-01
2273,1,404,2024-04-04
2274,63,429,2024-07-04
2275,38,1192,2024-09-09
2276,27,414,2024-05-08
2277,9,969,2024-11-12
2278,80,998,2024-03-24
2279,56,1124,2024-09-21
2280,63,593,2024-01-08
2281,35,1046,2024-06-03
2282,63,1136,2024-03-20
2283,69,820,2024-06-12
2284,87,263,2024-11-11
2285,99,597,2024-12-16
2286,9,535,2024-11-17
2287,8,62,2023-10-03
2288,79,1146,2024-02-06
2289,94,1044,2024-10-17
2290,29,763,2023-10-01
2291,93,324,2023-12-16
2292,28,951,2024-10-31
2293,29,494,2024-10-17
2294,28,785,2024-05-28
2295,19,425,2024-05-21
2296,63,157,2023-11-15
2297,30,415,2024-08-16
2298,15,1121,2024-09-20
2299,9,1039,2024-09-07
2300,11,579,2024-07-13
2301,25,799,2024-02-21
2302,74,577,2024-09-11
2303,29,946,2023-10-21
2304,56,833,2024-06-23
2305,9,1061,2024-09-22
2306,27,559,2024-08-20
2307,32,53,2023-12-14
2308,28,362,2023-12-08
2309,36,499,2024-12-28
2310,93,1189,2023-12-03
2311,63,1082,2024-01-07
2312,57,1121,2023-12-18
2313,69,568,2024-09-12
2314,30,568,2023-11-04
2315,54,1142,2024-10-03
2316,83,358,2024-10-12
2317,25,696,2024-07-01
2318,28,264,2024-01-18
2319,2,1043,2024-09-27
2320,56,832,2024-04-13
2321,11,469,2024-09-14
2322,27,895,2024-10-01
2323,63,851,2024-07-14
2324,23,561,2024-07-12
2325,28,376,2024-11-01
2326,77,1037,2024-11-22
2327,7,397,2024-07-01
2328,31,441,2024-06-07
2329,61,855,2024-03-05
2330,77,861,2024-07-07
2331,76,983,2024-05-23
2332,62,754,2024-05-11
2333,94,734,2024-02-11
2334,96,540,2024-03-31
2335,60,814,2024-09-14
2336,74,514,2023-10-15
2337,9,767,2024-11-23
2338,27,179,2023-11-25
2339,29,870,2024-02-25
2340,56,991,2024-02-22
2341,37,1176,2024-08-30
2342,33,447,2024-06-14
2343,9,449,2024-06-04
2344,17,623,2024-05-07
2345,27,1077,2023-12-26
2346,62,1086,2024-05-11
2347,70,119,2024-02-22
2348,28,47,2023-10-23
2349,9,252,2023-10-22
2350,66,791,2024-04-10
2351,54,1014,2024-12-24
2352,31,902,2024-08-15
2353,27,1152,2024-11-10
2354,75,571,2024-07-03
2355,82,99,2024-02-29
2356,51,1137,2024-06-10
2357,56,444,2023-12-12
2358,5,382,2024-12-21
2359,37,253,2024-01-28
2360,91,884,2024-10-06
2361,57,747,2024-10-25
2362,19,1077,2023-11-21
2363,79,371,2024-03-17
2364,27,849,2024-02-15
2365,29,804,2023-10-19
2366,62,744,2024-04-21
2367,79,507,2024-03-11
2368,60,668,2023-11-13
2369,29,526,2024-06-10
2370,29,61,2024-09-20
2371,33,639,2024-04-10
2372,28,660,2023-10-30
2373,56,630,2024-05-13
2374,9,245,2024-07-21
2375,57,981,2024-10-05
2376,68,708,2024-08-30
2377,63,147,2023-10-20
2378,72,599,2024-05-12
2379,62,125,2024-02-05
2380,9,145,2024-05-23
2381,56,189,2023-10-01
2382,89,265,2024-10-01
2383,47,1095,2024-08-10
2384,51,866,2024-04-02
2385,77,733,2023-11-25
2386,8,916,2024-01-22
2387,59,305,2023-12-24
2388,29,723,2024-10-15
2389,9,1142,2024-08-18
2390,56,153,2024-06-19
2391,27,1037,2024-08-09
2392,17,489,2024-10-06
2393,56,1071,2024-09-30
2394,29,1133,2023-11-29
2395,15,1150,2024-12-21
2396,28,947,2024-12-01
2397,12,326,2024-12-29
2398,9,526,2024-02-16
2399,81,696,2024-03-10
2400,76,945,2024-05-10
2401,100,932,2024-07-11
2402,56,922,2023-12-10
2403,99,932,2024-04-11
2404,28,625,2024-07-03
2405,56,895,2023-10-05
2406,90,915,2023-11-16
2407,17,70,2023-11-17
2408,81,71,2024-12-23
2409,56,436,2023-10-29
2410,29,1110,2024-08-19
2411,91,1060,2024-03-11
2412,9,707,2024-01-16
2413,45,384,2024-11-20
2414,42,103,2024-11-26
2415,80,1003,2024-09-15
2416,15,913,2023-12-26
2417,28,145,2024-05-26
2418,58,39,2024-05-27
2419,75,812,2024-03-28
2420,19,467,2023-12-17
2421,38,651,2023-10-09
2422,27,1119,2023-10-07
2423,51,199,2024-12-21
2424,56,223,2024-01-17
2425,6,59,2024-02-19
2426,56,1126,2023-11-16
2427,64,657,2024-02-23
2428,63,1153,2024-01-23
2429,97,1047,2024-10-31
2430,23,430,2024-03-07
2431,28,840,2023-12-20
2432,28,269,2024-10-02
2433,56,53,2024-03-28
2434,63,339,2023-12-17
2435,7,865,2024-06-22
2436,21,413,2024-10-04
2437,43,572,2024-08-25
2438,74,1058,2024-11-16
2439,15,460,2024-06-09
2440,99,1122,2024-02-11
2441,77,643,2024-04-07
2442,49,582,2024-01-18
2443,32,1103,2023-10-22
2444,62,153,2024-12-26
2445,56,464,2024-07-01
2446,60,205,2024-01-04
2447,89,958,2023-11-16
2448,82,49,2024-12-15
2449,40,39,2024-04-12
2450,63,993,2024-07-12
2451,72,834,2023-11-04
2452,28,864,2024-04-08
2453,2,678,2024-04-10
2454,81,663,2024-12-14
2455,61,825,2024-06-20
2456,77,383,2024-02-02
2457,27,1186,2024-08-09
2458,9,463,2024-11-10
2459,83,933,2023-12-04
2460,28,148,2023-12-10
2461,92,133,2024-06-05
2462,53,1193,2023-10-03
2463,35,422,2024-12-16
2464,29,94,2023-11-05
2465,9,1179,2024-04-02
2466,29,1037,2024-06-09
2467,70,639,2023-10-21
2468,69,295,2024-02-27
2469,27,860,2024-03-23
2470,42,197,2024-04-19
2471,83,474,2024-05-21
2472,36,176,2024-05-28
2473,56,705,2024-04-12
2474,37,769,2023-10-17
2475,27,674,2024-04-01
2476,63,140,2024-10-17
2477,29,618,2023-12-15
2478,27,342,2024-12-25
2479,48,329,2024-09-26
2480,68,629,2024-03-13
2481,92,799,2023-10-23
2482,27,1070,2023-12-27
2483,63,118,2023-12-06
2484,64,639,2024-03-12
2485,61,240,2024-04-13
2486,29,671,2024-01-07
2487,48,403,2024-04-13
2488,9,548,2024-04-29
2489,59,662,2024-05-21
2490,81,590,2024-02-21
2491,40,152,2023-12-29
2492,9,246,2024-06-09
2493,49,1195,2024-02-21
2494,29,632,2024-12-01
2495,30,402,2024-05-18
2496,4,798,2024-07-20
2497,68,429,2024-11-08
2498,74,747,2024-05-04
2499,79,322,2024-01-05
2500,62,1044,2024-08-07
2501,46,383,2024-07-29
2502,28,674,2024-10-13
2503,50,772,2024-12-14
2504,63,1190,2024-11-11
2505,9,1100,2023-12-07
2506,29,449,2023-10-22
2507,9,636,2024-09-25
2508,13,791,2024-12-27
2509,14,343,2023-11-25
2510,37,330,2024-11-02
2511,27,342,2024-06-12
2512,8,125,2024-12-05
2513,63,461,2024-03-07
2514,85,999,2024-11-08
2515,81,548,2023-12-25
2516,46,186,2023-11-16
2517,63,401,2023-10-27
2518,4,957,2023-11-17
2519,76,733,2024-08-21
2520,65,639,2024-10-17
2521,5,963,2024-10-23
2522,56,468,2024-01-23
2523,15,990,2023-12-24
2524,56,704,2024-04-08
2525,86,646,2024-09-12
2526,28,669,2024-08-24
2527,38,891,2024-10-04
2528,9,1105,2024-07-02
2529,63,321,2023-10-30
2530,66,276,2024-09-06
2531,94,443,2024-06-06
2532,86,1023,2024-04-25
2533,13,1064,2023-12-11
2534,30,1088,2023-10-11
2535,49,1066,2024-07-12
2536,48,844,2023-10-12
2537,69,736,2024-10-08
2538,56,786,2024-12-15
2539,63,912,2024-04-24
2540,76,804,2023-12-15
2541,69,634,2024-01-17
2542,27,1092,2024-10-30
2543,45,528,2024-10-14
2544,56,358,2024-01-04
2545,67,889,2024-05-16
2546,74,515,2024-01-30
2547,87,450,2024-06-30
2548,42,121,2024-09-03
2549,63,820,2024-02-29
2550,7,270,2024-05-27
2551,18,740,2023-10-22
2552,49,1197,2023-11-28
2553,63,233,2024-03-31
2554,77,84,2024-10-22
2555,96,474,2023-11-12
2556,9,40,2024-01-27
2557,27,417,2023-11-19
2558,27,249,2024-11-11
2559,56,1119,2024-05-29
2560,56,329,2024-11-03
2561,15,646,2024-01-21
2562,72,1164,2024-02-14
2563,56,359,2023-10-28
2564,77,971,2024-09-28
2565,16,591,2024-06-30
2566,81,573,2023-12-25
2567,3,800,2024-06-14
2568,77,215,2024-03-19
2569,23,439,2024-03-10
2570,9,795,2024-12-28
2571,46,72,2023-12-25
2572,63,474,2024-11-07
2573,20,735,2024-01-04
2574,37,55,2024-10-05
2575,3,287,2024-05-23
2576,27,1026,2024-07-08
2577,9,328,2024-10-03
2578,56,991,2024-12-28
2579,43,487,2024-07-28
2580,72,1192,2024-11-16
2581,9,538,2024-04-26
2582,28,254,2024-10-17
2583,56,248,2024-12-02
2584,25,1125,2023-10-27
2585,27,985,2023-12-13
2586,28,641,2024-08-06
2587,63,336,2024-08-02
2588,27,198,2024-01-20
2589,56,402,2024-10-02
2590,9,658,2023-12-08
2591,63,945,2024-09-15
2592,99,569,2024-05-11
2593,27,972,2024-07-14
2594,9,140,2024-06-15
2595,62,1004,2023-10-21
2596,69,1041,2023-11-10
2597,72,579,2023-10-17
2598,27,112,2024-07-20
2599,21,855,2024-03-15
2600,27,586,2024-01-01
2601,66,409,2024-03-28
2602,29,959,2024-05-08
2603,28,449,2024-11-29
2604,13,588,2024-12-05
2605,9,621,2024-01-30
2606,63,1054,2023-11-30
2607,29,1100,2024-11-04
2608,56,741,2024-06-01
2609,88,1123,2023-11-10
2610,23,638,2024-12-29
2611,29,587,2023-10-08
2612,28,311,2023-11-30
2613,63,864,2023-11-24
2614,29,127,2024-05-21
2615,68,82,2024-11-28
2616,29,163,2024-04-10
2617,27,657,2024-09-08
2618,29,261,2024-01-11
2619,56,1147,2023-12-27
2620,30,943,2023-12-16
2621,32,935,2024-06-23
2622,62,94,2024-11-23
2623,63,420,2023-10-10
2624,29,295,2024-08-22
2625,27,273,2024-06-25
2626,9,152,2024-09-22
2627,68,236,2024-04-30
2628,66,549,2023-12-26
2629,100,1157,2023-10-12
2630,56,546,2024-06-14
2631,94,127,2024-04-14
2632,25,926,2024-06-15
2633,73,768,2024-08-07
2634,27,658,2024-10-06
2635,61,324,2023-10-15
2636,83,522,2024-10-02
2637,27,535,2024-11-25
2638,9,1077,2024-08-15
2639,63,540,2024-11-04
2640,9,288,2024-08-01
2641,11,224,2023-12-31
2642,9,501,2024-05-16
2643,38,151,2024-07-02
2644,27,282,2023-11-19
2645,27,405,2024-01-06
2646,49,598,2023-12-21
2647,7,596,2024-06-06
2648,57,608,2024-04-21
2649,60,90,2024-05-09
2650,11,1095,2024-12-15
2651,85,345,2024-10-13
2652,63,30,2024-07-28
2653,29,1107,2023-11-15
2654,85,1160,2024-01-21
2655,28,906,2023-10-23
2656,83,1104,2024-11-18
2657,23,690,2024-02-20
2658,56,1001,2023-11-13
2659,67,366,2023-12-23
2660,50,602,2024-03-22
2661,66,386,2024-08-10
2662,14,910,2024-04-11
2663,4,854,2024-02-28
2664,85,79,2024-06-13
2665,63,1065,2024-05-11
2666,28,918,2023-11-06
2667,28,686,2024-10-07
2668,29,1161,2024-03-08
2669,17,497,2024-12-13
2670,70,513,2024-03-09
2671,27,67,2024-08-05
2672,36,144,2024-05-14
2673,46,494,2024-11-30
2674,9,175,2024-06-08
2675,38,366,2024-03-05
2676,9,1060,2023-12-31
2677,63,962,2023-11-12
2678,70,581,2024-10-07
2679,63,115,2024-02-04
2680,28,743,2023-12-04
2681,37,140,2024-10-11
2682,9,256,2024-05-12
2683,89,742,2023-12-17
2684,88,179,2024-11-16
2685,29,294,2023-12-31
2686,56,236,2024-04-30
2687,9,806,2024-12-27
2688,90,366,2024-01-05
2689,94,50,2024-12-03
2690,35,1103,2023-11-06
2691,28,1063,2024-12-22
2692,29,117,2024-07-30
2693,7,917,2024-12-21
2694,63,1195,2024-09-08
2695,40,325,2024-10-06
2696,86,870,2024-08-19
2697,3,47,2024-06-12
2698,28,714,2023-11-19
2699,28,1122,2023-12-27
2700,91,52,2024-12-31
2701,9,465,2024-12-28
2702,27,159,2024-01-11
2703,9,186,2023-12-01
2704,59,596,2023-10-26
2705,26,1082,2024-05-21
2706,26,964,2023-10-27
2707,27,1176,2023-12-10
2708,56,177,2023-10-29
2709,27,1080,2024-09-29
2710,63,1129,2023-10-15
2711,63,988,2024-04-10
2712,36,348,2024-07-22
2713,50,284,2024-04-24
2714,51,1112,2024-06-14
2715,9,248,2024-11-29
2716,14,1036,2024-01-08
2717,28,732,2024-05-31
2718,56,429,2024-07-21
2719,27,358,2024-07-26
2720,12,1041,2024-12-15
2721,22,622,2024-06-29
2722,29,168,2024-07-01
2723,41,177,2024-05-15
2724,9,573,2024-09-09
2725,9,894,2024-08-09
2726,56,432,2023-11-05
2727,80,270,2024-06-03
2728,63,214,2024-07-03
2729,6,990,2024-06-26
2730,87,219,2023-10-27
2731,9,332,2024-08-04
2732,27,912,2023-10-22
2733,63,153,2024-08-20
2734,40,532,2023-12-09
2735,10,943,2024-02-02
2736,70,103,2024-06-05
2737,59,704,2023-11-22
2738,23,1080,2023-11-09
2739,28,26,2024-06-15
2740,22,873,2023-11-06
2741,77,893,2024-08-16
2742,60,989,2024-04-26
2743,5,1058,2024-08-08
2744,54,1063,2024-01-06
2745,63,136,2024-09-02
2746,1,1015,2024-10-29
2747,78,767,2024-02-14
2748,68,303,2024-04-22
2749,33,1197,2024-08-21
2750,4,1101,2024-06-27
2751,32,1011,2024-11-25
2752,73,52,2024-08-16
2753,27,21,2024-06-27
2754,26,458,2023-12-10
2755,51,794,2023-10-01
2756,63,1157,2024-03-28
2757,45,672,2024-10-12
2758,63,999,2024-02-18
2759,44,185,2024-02-27
2760,63,760,2024-11-22
2761,76,927,2024-05-22
2762,9,751,2024-05-21
2763,37,219,2024-02-28
2764,32,1133,2024-11-09
2765,86,24,2024-12-02
2766,46,1154,2024-03-13
2767,52,714,2024-07-04
2768,63,730,2024-03-01
2769,27,1001,2024-08-19
2770,74,281,2024-04-09
2771,88,816,2023-10-12
2772,27,865,2024-01-13
2773,29,524,2024-01-17
2774,39,865,2024-09-30
2775,63,696,2024-09-16
2776,5,588,2024-01-30
2777,58,635,2024-11-23
2778,63,355,2023-12-24
2779,72,188,2024-11-12
2780,7,478,2024-12-01
2781,63,1051,2024-05-31
2782,39,327,2024-07-18
2783,42,535,2024-11-13
2784,77,560,2024-01-03
2785,56,1119,2024-08-12
2786,63,138,2024-12-01
2787,28,367,2024-12-05
2788,63,653,2024-12-29
2789,28,857,2024-01-03
2790,44,283,2024-09-29
2791,98,949,2024-09-07
2792,7,144,2024-06-01
2793,2,379,2024-10-27
2794,92,939,2024-03-15
2795,12,986,2023-12-19
2796,10,896,2024-09-10
2797,9,249,2024-06-26
2798,63,505,2023-11-28
2799,27,1044,2024-12-21
2800,27,955,2024-09-12
2801,45,171,2023-10-28
2802,85,850,2024-07-21
2803,96,984,2024-06-04
2804,56,930,2024-07-02
2805,39,71,2024-09-11
2806,1,215,2024-07-20
2807,12,497,2024-12-28
2808,48,402,2024-09-22
2809,3,462,2024-03-27
2810,12,972,2024-02-28
2811,55,1009,2024-01-01
2812,94,604,2024-07-09
2813,31,674,2024-08-07
2814,74,666,2024-08-26
2815,9,743,2023-10-01
2816,54,573,2024-01-26
2817,63,116,2024-02-12
2818,29,55,2024-03-13
2819,28,401,2023-11-28
2820,39,1168,2024-06-28
2821,58,403,2024-04-28
2822,45,375,2024-06-08
2823,63,815,2024-05-20
2824,63,1081,2024-07-16
2825,79,54,2024-02-09
2826,42,1160,2023-11-15
2827,28,1083,2024-11-02
2828,27,951,2024-04-29
2829,85,402,2024-02-22
2830,72,1096,2024-09-08
2831,23,827,2024-06-28
2832,45,648,2024-12-15
2833,27,707,2023-11-08
2834,56,507,2023-12-23
2835,11,900,2024-12-16
2836,82,927,2024-03-15
2837,4,157,2024-06-02
2838,56,283,2024-11-17
2839,71,1093,2024-11-22
2840,90,872,2024-11-03
2841,9,709,2024-04-07
2842,27,795,2024-01-22
2843,78,815,2023-12-04
2844,63,337,2024-07-19
2845,29,311,2024-11-17
2846,56,74,2024-11-10
2847,82,63,2024-10-23
2848,81,319,2024-12-21
2849,9,666,2023-10-05
2850,28,698,2023-11-17
2851,8,1112,2023-11-09
2852,63,1030,2023-12-27
2853,35,662,2024-01-02
2854,28,303,2024-11-21
2855,28,35,2023-11-23
2856,29,728,2024-07-08
2857,59,344,2024-03-28
2858,1,390,2024-04-01
2859,29,1130,2023-10-12
2860,29,397,2024-12-21
2861,36,627,2024-01-20
2862,58,146,2024-08-16
2863,56,1168,2024-01-13
2864,22,570,2024-11-29
2865,63,73,2024-05-08
2866,63,541,2023-10-18
2867,9,780,2024-04-11
2868,2,919,2024-12-06
2869,45,1103,2024-07-21
2870,5,694,2024-04-30
2871,40,387,2024-11-30
2872,9,982,2023-10-05
2873,63,73,2024-03-09
2874,28,164,2024-09-23
2875,12,211,2023-10-12
2876,56,397,2024-03-11
2877,76,949,2024-09-03
2878,9,115,2024-06-16
2879,29,24,2024-04-09
2880,26,500,2024-05-21
2881,51,882,2024-05-24
2882,41,454,2024-03-25
2883,66,316,2024-06-04
2884,80,1042,2024-06-29
2885,16,1047,2024-03-18
2886,6,710,2023-11-29
2887,68,765,2023-11-04
2888,35,983,2024-05-23
2889,97,251,2024-04-07
2890,19,880,2024-07-18
2891,56,659,2024-01-27
2892,60,1050,2024-01-17
2893,67,513,2023-10-30
2894,84,401,2024-03-07
2895,96,1032,2024-05-18
2896,43,569,2023-12-03
2897,55,583,2024-04-08
2898,9,625,2023-11-14
2899,56,381,2023-10-18
2900,78,1112,2024-12-19
2901,2,1199,2024-10-10
2902,28,228,2024-09-03
2903,12,876,2024-10-26
2904,69,1148,2024-05-30
2905,27,741,2024-04-01
2906,56,958,2023-12-01
2907,92,494,2024-06-05
2908,18,138,2023-12-16
2909,63,767,2023-10-20
2910,63,918,2024-10-28
2911,27,887,2023-12-13
2912,64,83,2024-01-02
2913,27,988,2024-09-09
2914,9,959,2024-06-12
2915,74,943,2024-02-25
2916,55,293,2024-09-26
2917,29,38,2024-05-20
2918,80,1154,2024-05-04
2919,56,1112,2024-03-17
2920,20,325,2024-01-23
2921,9,1122,2023-11-08
2922,29,558,2024-12-15
2923,63,355,2024-02-17
2924,28,864,2024-03-15
2925,9,585,2024-12-06
2926,50,1064,2024-01-03
2927,63,1155,2024-08-24
2928,9,76,2024-06-19
2929,92,932,2024-11-12
2930,27,396,2024-05-18
2931,16,895,2023-12-29
2932,29,204,2024-10-19
2933,12,431,2024-11-27
2934,56,636,2023-11-11
2935,8,1151,2024-12-25
2936,91,54,2024-09-29
2937,35,542,2024-10-22
2938,35,23,2024-06-24
2939,59,1065,2024-07-07
2940,24,552,2024-06-23
2941,47,321,2024-10-28
2942,9,940,2024-05-26
2943,56,1049,2023-10-14
2944,9,86,2024-06-20
2945,59,267,2024-09-25
2946,29,818,2023-10-28
2947,9,668,2024-10-11
2948,19,119,2024-11-23
2949,29,403,2024-09-13
2950,82,1081,2023-11-23
2951,99,609,2024-01-07
2952,53,1085,2024-12-02
2953,64,866,2024-05-12
2954,56,504,2024-05-02
2955,51,1128,2024-06-30
2956,41,20,2023-10-25
2957,29,977,2024-04-09
2958,73,1149,2024-02-10
2959,96,692,2024-08-01
2960,65,976,2023-11-27
2961,52,674,2024-03-06
2962,87,504,2023-11-04
2963,29,207,2024-12-20
2964,89,872,2024-09-30
2965,63,505,2024-11-21
2966,59,277,2023-10-22
2967,86,942,2024-08-17
2968,21,794,2024-11-30
2969,36,1047,2024-11-11
2970,28,283,2024-07-04
2971,71,496,2024-04-30
2972,62,231,2024-12-12
2973,27,963,2023-11-16
2974,40,945,2024-10-03
2975,45,708,2024-12-06
2976,16,1024,2024-06-05
2977,35,568,2024-09-20
2978,64,1116,2024-11-07
2979,14,149,2024-01-05
2980,1,1031,2024-03-22
2981,9,165,2024-12-02
2982,21,177,2023-10-15
2983,74,1017,2024-07-16
2984,27,332,2024-07-27
2985,61,1152,2024-07-21
2986,18,277,2024-01-23
2987,37,348,2024-12-29
2988,90,1061,2023-11-30
2989,9,1045,2024-04-15
2990,66,899,2024-08-11
2991,9,908,2024-12-12
2992,70,645,2024-01-09
2993,28,1119,2023-11-19
2994,9,393,2024-08-11
2995,37,1056,2023-10-19
2996,15,858,2024-09-29
2997,22,881,2024-07-24
2998,56,809,2023-11-09
2999,9,751,2023-11-30
3000,40,583,2024-11-01
3001,27,1172,2024-03-13
3002,67,187,2024-08-29
3003,39,272,2023-10-23
3004,55,860,2024-06-10
3005,9,772,2024-04-29
3006,73,829,2024-01-30
3007,66,474,2024-04-16
3008,29,261,2024-05-07
3009,28,707,2023-11-11
3010,27,434,2024-11-25
3011,23,182,2024-05-27
3012,28,1101,2024-10-02
3013,27,810,2024-12-07
3014,89,977,2024-01-07
3015,58,327,2024-09-02
3016,19,597,2024-09-08
3017,15,705,2024-09-27
3018,27,912,2024-08-29
3019,84,385,2023-11-01
3020,73,111,2024-10-17
3021,56,505,2023-12-12
3022,37,591,2024-07-09
3023,9,1079,2024-11-03
3024,14,426,2024-02-29
3025,63,1041,2024-11-09
3026,56,162,2024-12-25
3027,58,547,2024-10-08
3028,72,769,2024-09-27
3029,63,802,2024-01-03
3030,6,784,2023-12-06
3031,51,1159,2024-03-10
3032,70,126,2024-12-26
3033,27,379,2024-02-04
3034,28,613,2024-06-23
3035,9,899,2024-03-31
3036,63,609,2023-10-16
3037,3,108,2023-11-12
3038,9,765,2024-12-10
3039,66,762,2024-11-19
3040,17,326,2024-04-19
3041,89,881,2024-11-06
3042,56,1020,2024-08-12
3043,9,899,2023-10-05
3044,97,32,2023-12-09
3045,90,244,2024-02-04
3046,47,140,2024-09-06
3047,27,1152,2024-05-05
3048,29,660,2024-01-07
3049,63,733,2024-12-18
3050,9,569,2024-04-08
3051,23,373,2024-10-23
3052,29,1101,2024-09-09
3053,60,442,2024-09-25
3054,56,470,2024-02-04
3055,28,282,2024-02-10
3056,31,785,2024-02-23
3057,56,607,2023-10-05
3058,43,308,2023-10-30
3059,48,932,2024-04-01
3060,72,868,2023-12-16
3061,60,276,2024-06-19
3062,29,937,2024-05-26
3063,28,205,2024-07-31
3064,8,379,2024-11-20
3065,44,346,2024-10-03
3066,75,367,2023-11-07
3067,43,418,2024-02-01
3068,32,297,2024-05-19
3069,28,1130,2024-10-29
3070,17,909,2023-10-23
3071,28,264,2024-10-29
3072,29,181,2023-10-02
3073,28,895,2024-08-03
3074,85,905,2024-01-05
3075,28,230,2023-12-31
3076,56,545,2023-11-06
3077,56,410,2024-07-30
3078,27,260,2024-06-09
3079,20,742,2024-02-26
3080,29,1001,2024-10-05
3081,38,407,2024-12-17
3082,27,140,2024-09-05
3083,56,888,2024-10-07
3084,28,862,2023-12-31
3085,27,578,2023-11-20
3086,53,485,2023-12-29
3087,28,667,2024-02-06
3088,97,1051,2024-10-06
3089,98,1041,2023-10-15
3090,16,1183,2023-10-30
3091,27,833,2024-12-18
3092,9,33,2023-12-06
3093,29,879,2024-11-08
3094,21,246,2024-03-24
3095,27,1128,2024-09-21
3096,13,605,2024-05-25
3097,29,569,2024-05-26
3098,42,136,2023-12-08
3099,29,1102,2024-02-13
3100,72,514,2024-07-19
3101,51,1046,2024-12-08
3102,94,1072,2024-06-18
3103,42,761,2023-11-08
3104,9,872,2023-11-26
3105,83,363,2024-12-20
3106,78,137,2024-03-02
3107,37,982,2023-12-30
3108,63,431,2024-12-22
3109,27,263,2024-12-10
3110,1,998,2024-06-23
3111,29,244,2024-06-15
3112,3,897,2024-09-16
3113,78,1103,2023-12-22
3114,54,710,2024-01-07
3115,7,737,2024-07-02
3116,86,89,2024-04-15
3117,87,342,2024-04-08
3118,27,108,2024-02-20
3119,35,402,2024-04-06
3120,90,610,2024-03-31
3121,21,107,2024-09-15
3122,27,288,2024-01-09
3123,37,1129,2024-07-06
3124,97,860,2024-06-10
3125,87,455,2024-07-11
3126,27,1121,2024-07-17
3127,29,1115,2024-02-23
3128,64,461,2024-12-20
3129,27,945,2024-09-05
3130,9,230,2024-04-26
3131,28,415,2024-04-09
3132,29,774,2023-11-17
3133,66,218,2024-12-10
3134,21,1166,2024-12-27
3135,89,72,2024-08-08
3136,25,1008,2023-12-17
3137,29,918,2023-11-10
3138,22,374,2024-03-28
3139,92,82,2024-02-06
3140,55,461,2024-01-30
3141,63,823,2024-05-18
3142,75,966,2024-10-30
3143,96,150,2024-08-04
3144,28,162,2023-11-04
3145,61,1200,2024-01-17
3146,25,272,2024-11-09
3147,9,1160,2024-04-29
3148,58,1066,2024-06-30
3149,98,1191,2024-04-05
3150,10,442,2024-12-29
3151,96,903,2024-09-04
3152,77,146,2024-04-17
